UniProt_ID,Name,Category,Type_ID,Type_Name,Psi_Peak,Psi_Avg,Xi_W,Beta,Disorder,HC,Agg_Bias,L,W_IDP,Omega_F,Omega_I,Omega_v20,Pathology_Index_Raw,Pathology_Index_Scaled,Pathology_Index,Hidden_Core
K9N5Q8,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,1,Classic_IDP,0.373269190918416,0.1664211461864427,0.16248276157033528,1.2703233830845768,0.3222468588322247,0.19910979228486642,0.1337767923133777,1353,0.2364306233099828,0.3153336957916521,0.8240204260652961,0.3862734211073971,1.2875780703579904,2.020036299845634,2.020036299845634,Core_1310-1320_10aa
K9N7C7,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,3,High_HC_Folded,0.5172066592717671,0.20467946934526743,0.20372886407819224,1.305223950966525,0.24894037863803334,0.2498232715962109,0.21799943486860698,7078,0.1066956499368412,0.3910510096622788,0.44982431654167687,0.369637901933039,1.2321263397767968,1.9334679770051264,1.9334679770051264,Core_3605-3615_10aa
K9N638,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,3,High_HC_Folded,0.5172066592717671,0.19729878007648086,0.19581689362640242,1.3185083713850838,0.25142336597585974,0.258093935248518,0.21885675244818947,4391,0.09923144346310521,0.423496885475845,0.4599882682821802,0.3900659551352874,1.3002198504509581,2.039404732816256,2.039404732816256,Core_3605-3615_10aa
K9N4V7,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,1,Classic_IDP,0.5581699152775862,0.2300352220600491,0.21324432993887762,1.2149999999999999,0.39172749391727496,0.13940886699507388,0.01459854014598544,411,0.4459557460857637,0.13789854559054954,1.2378007607213497,0.46446752027633537,1.5482250675877847,2.399924997172969,2.399924997172969,Core_95-105_10aa
K9N5R3,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,2,Short_Aggregator,0.2245907389007837,0.07580519344784432,0.04807158608887689,1.4123809523809523,0.21951219512195122,0.4000000000000001,0.34146341463414637,82,0.03232976782968778,1.137637669364101,0.40010843913527255,0.7695287907598792,2.5650959691995974,1.9419958928154437,1.9419958928154437,None
K9N7A1,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,3,High_HC_Folded,0.2939245094985286,0.1262964380963485,0.10899555616534184,1.3984126984126983,0.2602739726027397,0.37943925233644854,0.3013698630136986,219,0.053984352014660154,0.6600477608139788,0.4371661467855775,0.5289824447082109,1.7632748156940363,1.7948383133089072,1.7948383133089072,None
K9N643,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,3,High_HC_Folded,0.409242691134385,0.20257584062381692,0.17787146981603436,1.2903472222222223,0.2601626016260163,0.22738589211618257,0.20325203252032523,246,0.13003866386798318,0.32689293600612,0.4540271992099918,0.3313140695956305,1.104380231985435,1.1464959164870936,1.1464959164870936,None
K9N4V0,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,2,Short_Aggregator,0.2790575187401911,0.15805837522754462,0.11455607011904612,1.2285000000000001,0.3119266055045872,0.21730769230769237,0.13761467889908258,109,0.2706702984579551,0.34030865455388115,0.5380464729235417,0.36551920150731687,1.218397338357723,1.27438492056118,1.27438492056118,None
K9N7D2,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,3,High_HC_Folded,0.2196439599347145,0.13572677709143252,0.11623658373097281,1.4166666666666663,0.23660714285714285,0.37351598173515976,0.3125,224,0.03644281087478722,0.6047023792358924,0.32949181038420716,0.4969919960308144,1.6566399867693813,1.6994041857315492,1.6994041857315492,None
K9N796,Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012),Pathogenic,1,Classic_IDP,0.2790575187401911,0.17800926162136882,0.12616190386757206,1.2372222222222222,0.30097087378640774,0.19387755102040824,0.07766990291262138,103,0.24085556823139556,0.1890195508731553,0.48314084311609556,0.2656221575425074,0.885407191808358,1.1625635999954127,1.1625635999954127,Core_5-15_10aa
