UniProt_ID,Name,Category,Type_ID,Type_Name,Psi_Peak,Psi_Avg,Xi_W,Beta,Disorder,HC,Agg_Bias,L,W_IDP,Omega_F,Omega_I,Omega_v20,Pathology_Index_Raw,Pathology_Index_Scaled,Pathology_Index,Hidden_Core
A0A1B0GTW7,CIROP,Pathogenic,1,Classic_IDP,0.373269190918416,0.17698050874209134,0.17024267211485436,1.257713675213675,0.33248730964467005,0.16858237547892713,0.1434010152284264,788,0.2704733062464568,0.2401983426557318,0.846339098523561,0.35896314935867,1.1965438311955667,1.8762978733155367,1.8762978733155367,Core_0-10_10aa
A0PK11,CLRN2,Pathogenic,3,High_HC_Folded,0.3534262805769672,0.14638865058726136,0.1267349457699431,1.3852272727272725,0.22413793103448276,0.4237885462555066,0.4094827586206896,232,0.04395822302624062,0.7582761578798279,0.3850941274052157,0.5822133327116255,1.9407111090387517,1.9493750887680465,1.9493750887680465,None
A1X283,SH3PXD2B,Pathogenic,1,Classic_IDP,0.5966544691490675,0.3096885507021972,0.2994902449710601,1.2491296296296297,0.35236004390779363,0.12362030905077263,0.1141602634467618,911,0.31767841789705953,0.15241390140053612,1.3077123854567032,0.39824328260843556,1.3274776086947853,2.0807585709426357,2.0807585709426357,Core_155-165_10aa
A2RU14,TMEM218,Pathogenic,2,Short_Aggregator,0.2939245094985286,0.13666891807115603,0.10083354813955012,1.3775,0.1826086956521739,0.6072727272727271,0.6,115,0.031121148977857015,1.2593450841282765,0.3284413725567444,0.8209051297624859,2.7363504325416197,2.0066250736278013,2.0066250736278013,None
A6NCS4,NKX2-6,Pathogenic,1,Classic_IDP,0.40924269113438494,0.23728286513753188,0.21007527060555198,1.18683908045977,0.38870431893687707,0.13918918918918916,0.1362126245847176,301,0.4838829188116268,0.13568551780769417,0.9459256150267591,0.4223209435213863,1.4077364784046211,1.4664688337593261,1.4664688337593261,None
A6NFY7,SDHAF1,Pathogenic,1,Classic_IDP,0.4278531102500217,0.2977989196318483,0.22011224494527917,1.1958333333333333,0.33043478260869563,0.14909090909090908,0.1391304347826087,115,0.3454986471955369,0.1389267813428047,0.7241947435208757,0.31135263048124673,1.037842101604156,1.0618413498058088,1.0618413498058088,None
A6NGG8,PCARE,Pathogenic,1,Classic_IDP,0.4737667030183622,0.24336122262143894,0.23769287116286505,1.1492708333333335,0.4045031055900621,0.07529228371005457,0.0,1288,0.566407786542691,0.04773454849456028,1.2081761540681153,0.5018035442476602,1.672678480825534,1.7138983932347487,1.7138983932347487,None
A6NI61,MYMK,Pathogenic,3,High_HC_Folded,0.29888106144232174,0.16959175788559425,0.1465702522902647,1.3553968253968252,0.19909502262443438,0.3944444444444443,0.3891402714932127,221,0.04484223866160332,0.6403048444899551,0.28751682140669177,0.5144115897342489,1.7147052991141631,1.7516366561757264,1.7516366561757264,None
A6NNB3,IFITM5,Pathogenic,2,Short_Aggregator,0.3534262805769671,0.1730509379900108,0.13372117935591746,1.2734722222222221,0.19696969696969696,0.3291338582677165,0.34090909090909094,132,0.0791518749546747,0.8328583633994562,0.335671522910599,0.6085225764520431,2.0284085881734772,1.7072515388942073,1.7072515388942073,None
B1AK53,ESPN,Pathogenic,1,Classic_IDP,0.8561747110271766,0.24002372671184702,0.23149361921611472,1.2184722222222224,0.35011709601873536,0.13922261484098938,0.1334894613583138,854,0.35882709131148494,0.22226843717077813,1.467010647600316,0.4856186057759251,1.6187286859197503,1.6649289070138598,1.6649289070138598,None
B7U540,KCNJ18,Pathogenic,3,High_HC_Folded,0.5519630623712264,0.24981457843042232,0.2325064090241575,1.350674603174603,0.22863741339491916,0.26121495327102795,0.26327944572748263,433,0.062398388336081266,0.4609437649103745,0.43342324217347994,0.4115874553512222,1.371958184504074,2.1471593951775123,2.1471593951775123,Core_155-165_10aa
O00115,DNASE2,Pathogenic,6,Boundary_Hybrid,0.33482713431940253,0.15810276236047857,0.14399419883043868,1.2529523809523808,0.37222222222222223,0.21577464788732384,0.15833333333333335,360,0.3456391896063424,0.29307605639290785,0.7458849110276246,0.3953829469335058,1.3179431564450192,1.377569634265662,1.377569634265662,None
O00116,AGPS,Pathogenic,6,Boundary_Hybrid,0.5221716405763743,0.2610530503104951,0.24915093555469742,1.2585384615384614,0.27203647416413373,0.17488514548238895,0.18844984802431614,658,0.17299198583330896,0.24105954671587757,0.6246951553717627,0.30047019983825524,1.001567332794184,1.50619410119991,1.50619410119991,Core_505-515_10aa
O00165,HAX1,Pathogenic,1,Classic_IDP,0.5172066592717672,0.3210106000052958,0.286493331187522,1.155679012345679,0.35842293906810035,0.0905109489051095,0.08243727598566306,279,0.45311419574054806,0.06418764932273724,0.9888939137023176,0.3819342753848781,1.2731142512829272,1.3318124735985486,1.3318124735985486,None
O00268,TAF4,Pathogenic,1,Classic_IDP,0.6326589587010457,0.15803678132925664,0.15184774590079794,1.1998598130841123,0.39815668202764976,0.17370370370370367,0.12626728110599075,1085,0.4830659781508509,0.2952977893643222,1.4310447911949948,0.5922828644267621,1.974276214755874,1.9780921765148993,1.9780921765148993,None
O00300,TNFRSF11B,Pathogenic,6,Boundary_Hybrid,0.44770637699277865,0.26896283653644276,0.24884092856613532,1.2260256410256412,0.256857855361596,0.1308080808080808,0.08229426433915216,401,0.1768537049765457,0.11725832108695693,0.5052681592307023,0.20541298091900856,0.6847099363966952,1.0270649045950428,1.0270649045950428,Core_5-15_10aa
O00329,PIK3CD,Pathogenic,3,High_HC_Folded,0.5172066592717672,0.25973536899505023,0.252110789426227,1.27168284789644,0.24904214559386972,0.22848893166506254,0.2222222222222222,1044,0.1319345263816898,0.3086760048279806,0.4530147948247291,0.31983110693854566,1.0661036897951524,1.0993554847236406,1.0993554847236406,None
O00337,SLC28A1,Pathogenic,3,High_HC_Folded,0.4427428677162178,0.1712163960520555,0.16323720979387113,1.3294270833333335,0.24191063174114022,0.3661490683229813,0.32819722650231126,649,0.08384684014836537,0.6010652166264872,0.41352638359491317,0.49131110010597207,1.637703667019907,1.6822225607258143,1.6822225607258143,None
O00400,SLC33A1,Pathogenic,3,High_HC_Folded,0.3794708141154365,0.16850867445744688,0.1589562878750727,1.3585185185185185,0.2659380692167577,0.3492647058823529,0.2823315118397086,549,0.08171499959298673,0.5573918241800419,0.4460495211109313,0.4687469774222779,1.5624899247409263,1.6131934902077965,1.6131934902077965,None
O00505,KPNA3,Pathogenic,6,Boundary_Hybrid,0.6028619603274674,0.22232964034386443,0.20952754972905457,1.3115032679738563,0.28982725527831094,0.23759689922480617,0.17466410748560462,521,0.1438833370601362,0.4458082193826753,0.7607114252850512,0.4301560397876407,1.4338534659588025,2.237620315704973,2.237620315704973,Core_245-255_10aa
O00712,NFIB,Pathogenic,1,Classic_IDP,0.6972241788374495,0.2544137326873677,0.23624132320969862,1.245,0.3523809523809524,0.11566265060240966,0.07619047619047617,420,0.3241155763088994,0.1316466497511048,1.2441037957079066,0.3819380085735492,1.273126695245164,1.3318253242300984,1.3318253242300984,None
O14654,IRS4,Pathogenic,1,Classic_IDP,0.6326589587010457,0.24837328697962474,0.2421448075767698,1.22928,0.37708830548926014,0.17635782747603831,0.12092283214001592,1257,0.3947074687367305,0.27174317350986404,1.4191603915316449,0.5256146947912075,1.7520489826373584,1.7848907463047283,1.7848907463047283,None
O14757,CHEK1,Pathogenic,6,Boundary_Hybrid,0.5172066592717671,0.292439777641674,0.27400869921887944,1.2565248226950354,0.27310924369747897,0.16602972399150737,0.17436974789915966,476,0.1763755352558753,0.21241298279290455,0.6382139543512492,0.2842878313820005,0.9476261046066683,1.4214391569100024,1.4214391569100024,Core_195-205_10aa
O14788,TNFSF11,Pathogenic,1,Classic_IDP,0.409242691134385,0.21079391727419033,0.19084496611259502,1.2940322580645163,0.3028391167192429,0.17628205128205127,0.167192429022082,317,0.1787715034019904,0.24743261398015726,0.7100240720908197,0.3149019972069939,1.0496733240233131,1.6168950170280387,1.6168950170280387,Core_235-245_10aa
O14813,PHOX2A,Pathogenic,1,Classic_IDP,0.4737667030183622,0.21730175012276973,0.1943473398985335,1.1564814814814814,0.38028169014084506,0.16989247311827957,0.1725352112676056,284,0.5040578885579525,0.19758823773661388,0.9696864590520273,0.4640320861029309,1.546773620343103,2.1257827108693417,2.1257827108693417,Core_10-20_10aa
O14949,UQCRQ,Pathogenic,2,Short_Aggregator,0.33482713431940253,0.24154702616755788,0.1531761629355245,1.4350000000000003,0.24390243902439024,0.225974025974026,0.23170731707317072,82,0.03231666477135298,0.5721095946684869,0.5001004462579606,0.4822600927559463,1.607533642519821,1.6546886056138472,1.6546886056138472,None
